Age,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,mental_health_consequence,coworkers,supervisor,obs_consequence,Gender_Cleaned,benefits_n,care_n,wellness_n,help_n,anon_n,leave_n,support_score,state_full,remote_n,tech_n,self_n,size_n,consequence_n
40,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Washington,0,1,0,6,2
43,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Maybe,Some of them,Some of them,No,Male,1.0,0.5,0.0,0.5,0.5,0.5,3.0,Virginia,1,1,1,1,1
27,No,Yes,Yes,Often,More than 1000,No,Yes,Maybe,Yes,Some of them,Yes,Female,1.0,1.0,1.0,1.0,1.0,0.0,5.0,Washington,0,1,0,6,1
37,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Female,1.0,1.0,0.0,0.5,0.5,0.5,3.5,New Jersey,1,1,0,3,2
25,No,Yes,Yes,Often,1-5,No,Yes,Maybe,Yes,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,1.0,3.0,Utah,0,1,0,1,1
30,No,Yes,Yes,Often,More than 1000,No,No,Yes,No,No,No,Female,1.0,0.0,0.0,0.0,0.5,0.25,1.75,Tennessee,0,0,0,6,2
38,No,Yes,No,Never,More than 1000,No,No,Yes,Some of them,No,No,Male,1.0,0.5,1.0,1.0,0.5,0.5,4.5,Indiana,0,0,0,6,2
32,No,No,Yes,Sometimes,26-100,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,0.5,1.0,0.5,5.0,Indiana,0,1,0,3,0
28,No,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,Some of them,No,Female,1.0,1.0,0.5,0.5,0.5,0.5,4.0,California,0,1,0,4,1
11,Yes,No,No,Never,1-5,Yes,Yes,No,Some of them,Some of them,No,Male,0.0,1.0,0.0,0.0,1.0,1.0,3.0,Ohio,1,1,1,1,0
43,No,Yes,No,Never,100-500,No,No,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.0,0.5,0.5,0.75,3.75,Texas,0,0,0,4,1
32,No,Yes,Yes,Often,100-500,No,Yes,Yes,Yes,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,0.0,1.5,Tennessee,0,1,0,4,2
25,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Male,1.0,1.0,1.0,0.5,1.0,0.5,5.0,Washington,0,1,0,6,2
37,No,No,Yes,Sometimes,100-500,No,Yes,No,No,Yes,No,Male,1.0,0.0,0.0,1.0,1.0,1.0,4.0,Utah,0,1,0,4,0
36,Yes,No,Yes,Sometimes,1-5,No,No,No,No,No,Yes,Male,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Alabama,0,0,1,1,0
24,No,Yes,Yes,Rarely,6-25,Yes,Yes,No,Yes,Yes,No,Male,0.5,0.0,0.0,0.0,0.5,1.0,2.0,Wisconsin,1,1,0,2,0
40,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,Yes,Male,1.0,0.5,1.0,0.5,0.5,0.25,3.75,Washington,0,1,0,6,1
29,No,No,No,Don't know,More than 1000,No,No,No,Some of them,Yes,No,Male,0.5,0.5,1.0,0.5,1.0,0.75,4.25,Wisconsin,0,0,0,6,0
43,No,No,No,Never,500-1000,No,Yes,No,Yes,Some of them,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,New York,0,1,0,5,0
29,No,No,No,Don't know,6-25,Yes,Yes,Maybe,Some of them,Yes,No,Male,1.0,0.5,0.0,1.0,0.5,0.5,3.5,New York,1,1,0,2,1
26,No,Yes,No,Sometimes,100-500,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.5,0.0,0.0,0.5,0.5,2.0,Ohio,0,1,0,4,1
35,No,Yes,No,Sometimes,6-25,Yes,Yes,No,Yes,Some of them,No,Female,0.5,0.0,0.0,0.0,0.5,0.75,1.75,Washington,1,1,0,2,0
45,No,No,No,Never,6-25,Yes,Yes,Yes,Some of them,No,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,California,1,1,0,2,2
25,No,No,Yes,Rarely,6-25,Yes,Yes,Maybe,No,Some of them,No,Male,0.0,1.0,0.0,0.5,0.5,0.75,2.75,South Carolina,1,1,0,2,1
33,No,No,Yes,Often,More than 1000,No,Yes,Yes,No,No,No,Female,1.0,1.0,0.5,0.5,0.5,0.5,4.0,California,0,1,0,6,2
25,No,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,No,Male,0.5,0.0,0.5,0.5,0.5,1.0,3.0,Minnesota,1,1,0,1,0
40,No,No,No,Don't know,More than 1000,No,No,Maybe,Some of them,Some of them,No,Male,1.0,0.5,0.5,0.5,0.5,0.75,3.75,Washington,0,0,0,6,1
46,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,No,Some of them,No,Male,0.5,1.0,0.0,0.5,0.5,0.5,3.0,Pennsylvania,0,1,0,2,2
38,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,No,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.75,5.75,New York,0,0,0,6,2
34,No,No,No,Never,1-5,Yes,Yes,Yes,No,No,No,Male,0.0,1.0,0.0,0.0,0.5,0.5,2.0,Vermont,1,1,0,1,2
45,No,No,Yes,Rarely,26-100,No,No,No,Some of them,Some of them,No,Female,0.5,0.0,0.5,0.5,0.5,0.5,2.5,Michigan,0,0,0,3,0
35,No,No,No,Don't know,6-25,No,Yes,No,No,No,No,Male,0.5,0.5,0.5,0.5,1.0,0.5,3.5,New York,0,1,0,2,0
20,No,No,Yes,Sometimes,26-100,Yes,Yes,No,Some of them,Some of them,No,Female,0.5,0.5,0.5,0.5,0.5,0.5,3.0,New York,1,1,0,3,0
-1,Yes,Yes,Yes,Often,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Other,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Alabama,1,1,1,1,2
28,No,No,No,Don't know,More than 1000,No,No,Maybe,No,No,No,Male,1.0,0.0,0.0,0.0,1.0,0.75,2.75,Michigan,0,0,0,6,1
42,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Some of them,Some of them,No,Female,1.0,1.0,0.0,0.0,0.5,0.5,3.0,Washington,0,0,0,3,2
36,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Maybe,Some of them,No,No,Female,1.0,1.0,0.0,0.0,1.0,0.75,3.75,Tennessee,1,1,0,6,1
26,No,Yes,No,Sometimes,26-100,Yes,Yes,Maybe,No,No,No,Female,0.5,0.0,0.0,0.0,0.5,0.5,1.5,New York,1,1,0,3,1
35,No,Yes,Yes,Often,More than 1000,No,No,Yes,No,Some of them,No,Male,1.0,1.0,0.0,1.0,0.5,0.75,4.25,Indiana,0,0,0,6,2
32,No,No,No,Rarely,6-25,No,Yes,Maybe,No,Some of them,No,Male,1.0,0.5,0.0,0.5,0.5,0.5,3.0,North Carolina,0,1,0,2,1
32,No,No,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.25,5.25,California,0,1,0,6,1
39,No,Yes,Yes,Often,26-100,No,No,Yes,Some of them,Some of them,No,Male,0.5,0.5,0.0,0.0,0.5,0.75,2.25,Tennessee,0,0,0,3,2
30,No,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,Male,0.0,1.0,0.0,0.0,0.5,0.5,2.0,Minnesota,0,1,0,2,0
29,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Some of them,Some of them,No,Male,1.0,1.0,0.0,0.0,0.5,0.5,3.0,North Carolina,0,1,0,3,2
26,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.0,0.0,0.5,0.5,0.75,2.25,Texas,1,1,0,2,1
46,No,No,Yes,Often,100-500,Yes,No,Maybe,Some of them,Some of them,No,Female,1.0,1.0,0.0,0.0,1.0,0.5,3.5,California,1,0,0,4,1
32,No,Yes,No,Sometimes,More than 1000,No,Yes,Maybe,Yes,Yes,No,Male,1.0,0.0,1.0,0.5,0.5,0.5,3.5,California,0,1,0,6,1
29,No,Yes,Yes,Sometimes,26-100,No,No,Maybe,Some of them,No,No,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,Illinois,0,0,0,3,1
32,No,No,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,No,No,Female,1.0,1.0,0.0,0.5,0.5,0.5,3.5,Pennsylvania,0,1,0,6,1
29,No,No,No,Don't know,More than 1000,No,Yes,Maybe,Some of them,Yes,No,Male,0.5,0.5,0.0,0.0,0.5,0.5,2.0,Illinois,0,1,0,6,1
30,No,No,No,Don't know,More than 1000,No,No,Yes,No,No,No,Male,1.0,0.0,1.0,1.0,0.5,0.5,4.0,Illinois,0,0,0,6,2
40,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,Yes,Female,1.0,1.0,0.0,1.0,1.0,0.75,4.75,Minnesota,0,1,0,3,0
38,No,Yes,No,Don't know,6-25,No,Yes,No,Some of them,Yes,Yes,Male,0.5,0.0,0.0,0.0,0.5,0.25,1.25,New York,0,1,0,2,0
26,No,Yes,Yes,Rarely,100-500,No,Yes,Maybe,No,No,No,Female,1.0,0.0,0.0,0.0,0.5,0.5,2.0,Michigan,0,1,0,4,1
29,No,No,No,Never,26-100,No,Yes,No,Some of them,Yes,Yes,Male,0.0,0.0,0.0,0.5,0.5,0.5,1.5,Ohio,0,1,0,3,0
32,No,No,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,No,No,Female,1.0,1.0,0.0,0.0,1.0,0.5,3.5,New York,0,1,0,3,1
38,No,Yes,Yes,Sometimes,More than 1000,No,No,Maybe,Some of them,No,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,California,0,0,0,6,1
72,No,Yes,Yes,Never,500-1000,Yes,No,Maybe,Some of them,Yes,Yes,Female,1.0,0.5,0.5,1.0,0.5,0.75,4.25,Indiana,1,0,0,5,1
35,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Maybe,Some of them,Some of them,No,Female,0.0,0.0,0.0,0.0,1.0,0.5,1.5,Indiana,1,1,0,1,1
28,No,No,Yes,Often,6-25,No,Yes,Yes,Some of them,Some of them,No,Female,0.0,1.0,0.0,0.0,0.5,0.0,1.5,Virginia,0,1,0,2,2
27,No,No,No,Never,100-500,No,No,No,Some of them,Yes,No,Female,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Oklahoma,0,0,0,4,0
56,Yes,No,No,Rarely,1-5,Yes,Yes,Maybe,No,No,No,Female,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Oregon,1,1,1,1,1
38,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Maybe,Some of them,Some of them,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,Alabama,1,1,0,3,1
40,No,Yes,Yes,Sometimes,6-25,No,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.0,1.0,0.5,3.5,Alabama,0,1,0,2,1
44,No,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.0,1.0,1.0,0.5,4.5,Ohio,0,1,0,4,1
32,No,No,Yes,Often,26-100,Yes,Yes,Yes,Some of them,No,No,Male,1.0,0.5,0.0,0.5,0.5,0.0,2.5,Texas,1,1,0,3,2
28,No,No,Yes,Rarely,6-25,No,Yes,Yes,Some of them,No,Yes,Female,1.0,0.0,0.0,0.0,0.5,0.75,2.25,Texas,0,1,0,2,2
23,No,No,Yes,Sometimes,1-5,No,Yes,Maybe,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Texas,0,1,0,1,1
33,No,No,Yes,Often,26-100,Yes,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.0,1.0,0.5,3.5,Florida,1,1,0,3,1
38,No,No,Yes,Sometimes,More than 1000,Yes,Yes,No,Yes,Yes,No,Male,1.0,0.0,1.0,1.0,1.0,1.0,5.0,Texas,1,1,0,6,0
46,No,Yes,Yes,Often,26-100,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,California,0,1,0,3,1
46,No,Yes,Yes,Sometimes,100-500,Yes,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Maryland,1,1,0,4,0
25,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Some of them,Some of them,No,Male,0.5,1.0,0.0,0.0,0.5,0.75,2.75,Minnesota,0,1,0,3,2
60,No,No,Yes,Often,More than 1000,Yes,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,1.0,0.5,0.5,0.75,3.25,California,1,1,0,6,1
28,No,Yes,Yes,Often,More than 1000,No,No,Yes,Some of them,Yes,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Tennessee,0,0,0,6,2
43,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,No,Some of them,Yes,No,Female,1.0,1.0,0.0,1.0,0.5,0.5,4.0,Florida,1,1,0,6,0
32,No,No,No,Never,100-500,No,Yes,No,No,Some of them,No,Male,1.0,0.5,0.5,1.0,0.5,0.75,4.25,Oregon,0,1,0,4,0
41,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,No,No,Female,1.0,0.0,0.0,0.5,0.5,0.5,2.5,Washington,0,1,0,3,2
30,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,No,Male,1.0,1.0,0.5,0.0,1.0,1.0,4.5,California,0,1,0,3,0
30,Yes,Yes,Yes,Often,26-100,No,Yes,No,Some of them,Yes,No,Male,1.0,0.5,1.0,1.0,0.5,0.5,4.5,California,0,1,1,3,0
29,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Some of them,No,No,Male,1.0,1.0,1.0,0.0,1.0,0.5,4.5,North Carolina,1,1,0,4,2
36,No,Yes,No,Rarely,More than 1000,No,No,Maybe,Some of them,Some of them,No,Male,0.5,0.0,1.0,1.0,0.5,0.75,3.75,Utah,0,0,0,6,1
32,No,Yes,Yes,Often,26-100,Yes,Yes,No,Some of them,Yes,No,Male,1.0,1.0,0.0,0.0,1.0,0.25,3.25,Illinois,1,1,0,3,0
34,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Male,1.0,1.0,0.0,0.0,0.5,0.25,2.75,California,0,1,0,6,2
46,No,No,No,Don't know,100-500,Yes,Yes,Yes,No,No,No,Female,0.0,1.0,0.0,0.0,0.5,0.5,2.0,North Carolina,1,1,0,4,2
25,No,Yes,Yes,Sometimes,26-100,No,No,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.0,1.0,0.5,3.5,Illinois,0,0,0,3,1
